,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,cls
0,74.30343195303969,132.36691429507601,170.30267173476756,192.44999350480634,160.73269735806713,208.98325291754838,170.07351351694948,142.0176045425355,147.19374986730924,196.8273354999249,147.68209099278084,125.00399993600205,141.04609175726918,177.81732199085667,129.7073629367277,111.16654172906523,136.28646301082145,165.94577427581578,133.99253710561644,113.51651862174069,0
1,74.75961476626267,130.9083648969767,171.37969541342989,196.17339269126177,159.37691175323985,209.3155512617254,170.47287174210447,142.13373983681706,147.7125587077822,199.09796583591708,150.25644744901965,126.90941651429968,141.71097346359596,178.26665420094696,131.12970677920393,110.0272693471941,136.09188072769072,166.06324096560323,134.6773923121472,115.45561917897284,0
2,74.20916385460761,129.38701635017324,168.14874367654372,192.71222068151258,161.6601373251922,209.53758612716717,170.85081211396098,140.90067423543437,149.27491416845632,200.22237637187308,150.65855435387664,124.26584406022437,143.1817027416562,179.23727290940352,132.19682295728592,110.64357188738983,138.81642554107205,166.93411874149635,135.31075345293144,115.06954418958998,0
3,73.13002119512889,131.53706701914862,171.67993476233616,195.27416623813812,160.08122938058665,211.3764414498456,171.92440199110771,143.0873858870865,149.05368160498418,199.90247622278218,149.9766648515695,126.40411385710514,142.56226709757388,179.98055450520204,131.7915020022156,111.82128598795491,137.34991809244008,166.41213898030395,133.09395177843356,114.07453703609758,0
4,71.95832127002409,130.0884314610642,171.46719802924406,197.1649055993485,160.96583488430085,211.2155297320725,172.87567787285752,142.35167719419397,149.59278057446488,201.05969262883102,152.23994219652081,127.00393694685216,142.70949512909084,181.41940359289026,134.5399568901373,110.86027241532469,136.47710430691296,168.1755035669583,135.52121605121465,113.93857994551274,0
5,72.61542535852834,132.80436739806413,177.61475163960904,201.72753902231594,162.36378906640482,209.30599609184634,170.47287174210447,142.72701215957684,148.98657657654934,198.97738564972653,150.40611689688689,127.00393694685216,140.94679847375036,179.06702655709677,130.83577492413914,112.24972160321825,134.9518432626987,165.89755875238188,133.03758867327684,113.80685392365436,0
6,71.62401831787993,131.829435256319,173.5396208362805,194.87688421154522,160.7171428317465,210.78187777890204,170.16756447690022,144.72042012100434,147.74978849392645,200.723690679501,150.79787796915446,129.13558765886341,141.23030836190935,180.5408541023333,130.51436702524362,111.70049238924598,134.46560898608982,165.08785539826968,130.2843045036508,110.87380213558116,0
7,71.76350047203663,132.3971298782568,173.1502237942533,195.57351558940695,159.16657940660784,209.04305776561918,168.4695818241382,141.9506956657839,145.7737973711325,200.71372648625703,149.41552797483934,125.81732790041282,138.6578522839583,180.8286481727937,129.49517365523704,109.04586191139946,133.24038426843418,166.77229985821987,131.2211873136347,110.49886877249016,0
8,69.32532004974806,132.30646242719968,174.0976737351766,196.9009903479411,158.24348327814323,210.92415698539605,170.61652909375456,142.90556322271013,146.69014963520897,200.5642041840966,151.2249979335427,126.62543188475212,139.8713694792469,182.25805880673698,132.9887213262839,110.09541316512691,133.55523202031435,167.14065932620943,133.88801290630914,112.15614116043757,0
9,71.83313998427188,134.0186554178186,175.37103523672317,198.09088823063013,159.5430976256886,210.69646413739363,170.49926686059385,142.36572621245605,145.9212116177768,201.63333057805696,150.79787796915446,125.27170470621049,138.787607515945,180.09719598039277,130.3878828726044,106.92988356862641,132.61221663180206,166.78429182629878,131.65485179058157,110.48076755707302,0
10,71.28113354878694,133.6300864326593,172.6151789385858,193.3959668659096,159.76545308670458,211.1989583307645,172.60648886991473,144.03124660989366,145.49570440394453,200.96268310310748,151.4463601411404,125.22379965485794,138.63260799682016,180.7373785358192,130.8166656049603,107.18675291284833,131.77632564311392,166.2558269655533,131.52186130069785,108.8577052853862,0
11,71.449282711585,134.79985163196582,173.91377173760566,193.56910910576616,160.707809393321,213.13141485947116,174.26990560621763,144.2844412956574,147.28543716199508,203.1403455741867,152.7939789389621,126.26955294131677,138.63982111933063,182.04669730593852,131.38112497615478,106.60206376989143,132.2157328006013,167.0478973228936,132.38202294873727,109.80437149767764,0
